R_fighter,B_fighter,R_odds,B_odds,R_ev,B_ev,date,location,country
Randa Markos,Ashley Yoder,-150,130,66.66666667,130,10/26/2019,"Kallang, Singapore", Singapore
Alex White,Rafael Fiziev,165,-190,165,52.63157895,10/26/2019,"Kallang, Singapore", Singapore
Enrique Barzola,Movsar Evloev,170,-200,170,50,10/26/2019,"Kallang, Singapore", Singapore
Maurice Greene,Sergei Pavlovich,200,-240,200,41.66666667,10/26/2019,"Kallang, Singapore", Singapore
Loma Lookboonmee,Alexandra Albu,-135,115,74.07407407,115,10/26/2019,"Kallang, Singapore", Singapore
Raphael Pessoa Nunes,Jeff Hughes,205,-245,205,40.81632653,10/26/2019,"Kallang, Singapore", Singapore
Conor McGregor,Donald Cerrone,-305,275,32.78688525,275,1/18/2020,"Las Vegas, Nevada, USA", USA
Holly Holm,Raquel Pennington,-125,105,80,105,1/18/2020,"Las Vegas, Nevada, USA", USA
Aleksei Oleinik,Maurice Greene,110,-120,110,83.33333333,1/18/2020,"Las Vegas, Nevada, USA", USA
Anthony Pettis,Diego Ferreira,200,-220,200,45.45454545,1/18/2020,"Las Vegas, Nevada, USA", USA
Roxanne Modafferi,Maycee Barber,655,-830,655,12.04819277,1/18/2020,"Las Vegas, Nevada, USA", USA
Andre Fili,Sodiq Yusuff,125,-135,125,74.07407407,1/18/2020,"Las Vegas, Nevada, USA", USA
Drew Dober,Nasrat Haqparast,290,-320,290,31.25,1/18/2020,"Las Vegas, Nevada, USA", USA
Aleksa Camur,Justin Ledet,-115,105,86.95652174,105,1/18/2020,"Las Vegas, Nevada, USA", USA
Tim Elliott,Askar Askarov,130,-140,130,71.42857143,1/18/2020,"Las Vegas, Nevada, USA", USA
Brian Kelleher,Ode Obsourne,125,-135,125,74.07407407,1/18/2020,"Las Vegas, Nevada, USA", USA
Sabina Mazo,JJ Aldrich,-105,-105,95.23809524,95.23809524,1/18/2020,"Las Vegas, Nevada, USA", USA
Jorge Masvidal,Nate Diaz,-155,135,64.51612903,135,11/2/2019,"New York City, New York, USA", USA
Kelvin Gastelum,Darren Till,-200,170,50,170,11/2/2019,"New York City, New York, USA", USA
Stephen Thompson,Vicente Luque,-115,-105,86.95652174,95.23809524,11/2/2019,"New York City, New York, USA", USA
Derrick Lewis,Blagoy Ivanov,-115,-105,86.95652174,95.23809524,11/2/2019,"New York City, New York, USA", USA
Kevin Lee,Gregor Gillespie,150,-170,150,58.82352941,11/2/2019,"New York City, New York, USA", USA
Corey Anderson,Johnny Walker,155,-175,155,57.14285714,11/2/2019,"New York City, New York, USA", USA
Shane Burgos,Makwan Amirkhani,-220,180,45.45454545,180,11/2/2019,"New York City, New York, USA", USA
Brad Tavares,Edmen Shahbazyan,160,-185,160,54.05405405,11/2/2019,"New York City, New York, USA", USA
Andrei Arlovski,Jairzinho Rozenstruik,140,-160,140,62.5,11/2/2019,"New York City, New York, USA", USA
Katlyn Chookagian,Jennifer Maia,-135,115,74.07407407,115,11/2/2019,"New York City, New York, USA", USA
Lyman Good,Chance Rencountre,-115,-105,86.95652174,95.23809524,11/2/2019,"New York City, New York, USA", USA
Julio Arce,Hakeem Dawodu,-110,-110,90.90909091,90.90909091,11/2/2019,"New York City, New York, USA", USA
Zabit Magomedsharipov,Calvin Kattar,-275,235,36.36363636,235,11/9/2019,"Moscow, Moscow, Russia", Russia
Alekander Volkov,Greg Hardy,-270,230,37.03703704,230,11/9/2019,"Moscow, Moscow, Russia", Russia
Zelim Imadaev,Danny Roberts,-240,200,41.66666667,200,11/9/2019,"Moscow, Moscow, Russia", Russia
Khadis Ibragimov,Ed Herman,-235,195,42.55319149,195,11/9/2019,"Moscow, Moscow, Russia", Russia
Ramazan Emeev,Rocco Martin,-135,115,74.07407407,115,11/9/2019,"Moscow, Moscow, Russia", Russia
Shamil Gamzatov,Klidson Abreu,-145,125,68.96551724,125,11/9/2019,"Moscow, Moscow, Russia", Russia
Magomed Ankalaev,Dalcha Lungiambula,-330,270,30.3030303,270,11/9/2019,"Moscow, Moscow, Russia", Russia
Rustam Khabilov,Sergey Khandozhko,-245,205,40.81632653,205,11/9/2019,"Moscow, Moscow, Russia", Russia
Roman Kopylov,Karl Roberson,-145,125,68.96551724,125,11/9/2019,"Moscow, Moscow, Russia", Russia
Abubakar Nurmagomedov,David Zawada,-265,225,37.73584906,225,11/9/2019,"Moscow, Moscow, Russia", Russia
Alexander Yakovlev,Roosevelt Roberts,110,-130,110,76.92307692,11/9/2019,"Moscow, Moscow, Russia", Russia
Jessica-Rose Clark,Pannie Kianzad,-105,-115,95.23809524,86.95652174,11/9/2019,"Moscow, Moscow, Russia", Russia
Grigorii Popov,Davey Grant,-150,130,66.66666667,130,11/9/2019,"Moscow, Moscow, Russia", Russia
Jan Blachowicz,Jacare Souza,-160,140,62.5,140,11/16/2019,"Sao Paulo, Sao Paulo, Brazil", Brazil
Charles Oliveira,Jared Gordon,-390,320,25.64102564,320,11/16/2019,"Sao Paulo, Sao Paulo, Brazil", Brazil
Antonio Arroyo,Andre Muniz,105,-125,105,80,11/16/2019,"Sao Paulo, Sao Paulo, Brazil", Brazil
Markus Perez,Wellington Turman,135,-155,135,64.51612903,11/16/2019,"Sao Paulo, Sao Paulo, Brazil", Brazil
Sergio Moraes,James Krause,170,-200,170,50,11/16/2019,"Sao Paulo, Sao Paulo, Brazil", Brazil
Ricardo Ramos,Eduardo Garagorri,-430,345,23.25581395,345,11/16/2019,"Sao Paulo, Sao Paulo, Brazil", Brazil
Francisco Trinaldo,Bobby Green,-155,135,64.51612903,135,11/16/2019,"Sao Paulo, Sao Paulo, Brazil", Brazil
Warlley Alves,Randy Brown,-135,115,74.07407407,115,11/16/2019,"Sao Paulo, Sao Paulo, Brazil", Brazil
Douglas Silva de Andrade,Renan Barao,-235,195,42.55319149,195,11/16/2019,"Sao Paulo, Sao Paulo, Brazil", Brazil
Ariane Lipski,Isabela De Pauda,-260,220,38.46153846,220,11/16/2019,"Sao Paulo, Sao Paulo, Brazil", Brazil
Vanessa Melo,Tracy Cortez,195,-235,195,42.55319149,11/16/2019,"Sao Paulo, Sao Paulo, Brazil", Brazil
Frankie Edgar,Chan Sung Jung,129,-151,129,66.22516556,12/21/2019,"Busan, South Korea", South Korea
Volkan Oezdemir,Aleksandar Rakic,145,-175,145,57.14285714,12/21/2019,"Busan, South Korea", South Korea
Dooho Choi,Charles Jourdain,-280,220,35.71428571,220,12/21/2019,"Busan, South Korea", South Korea
Da Un Jung,Mike Rodriguez,-118,-118,84.74576271,84.74576271,12/21/2019,"Busan, South Korea", South Korea
 Jun Yong Park,Marc-Andre Barriault,-138,105,72.46376812,105,12/21/2019,"Busan, South Korea", South Korea
Kyung Ho Kang,Liu Pingyuan,-275,200,36.36363636,200,12/21/2019,"Busan, South Korea", South Korea
Ciryl Gane,Tanner Boser,-641,484,15.60062402,484,12/21/2019,"Busan, South Korea", South Korea
Seungwoo Choi,Suman Mokhtarian,-275,200,36.36363636,200,12/21/2019,"Busan, South Korea", South Korea
Dong Hyun Ma,Omar Antonio Morales Ferrer,150,-200,150,50,12/21/2019,"Busan, South Korea", South Korea
Alexandre Pantoja,Matt Schnell,-181,159,55.24861878,159,12/21/2019,"Busan, South Korea", South Korea
Raoni Barcelos,Said Nurmagomedov,-151,129,66.22516556,129,12/21/2019,"Busan, South Korea", South Korea
Miranda Granger,Amanda Lemos,-303,234,33.00330033,234,12/21/2019,"Busan, South Korea", South Korea
Heili Alateng,Ryan Benoit,126,-154,126,64.93506494,12/21/2019,"Busan, South Korea", South Korea
Kamaru Usman,Colby Covington,-190,165,52.63157895,165,12/14/2019,"Las Vegas, Nevada, USA", USA
Max Holloway,Alexander Volkanovski,-200,170,50,170,12/14/2019,"Las Vegas, Nevada, USA", USA
Amanda Nunes,Germaine de Randamie,-460,365,21.73913043,365,12/14/2019,"Las Vegas, Nevada, USA", USA
Marlon Moraes,Jose Aldo,-165,145,60.60606061,145,12/14/2019,"Las Vegas, Nevada, USA", USA
Peter Yan,Urijah Faber,-470,375,21.27659574,375,12/14/2019,"Las Vegas, Nevada, USA", USA
Geoff Neal,Mike Perry,-300,250,33.33333333,250,12/14/2019,"Las Vegas, Nevada, USA", USA
Ketlen Vieira,Irene Aldana,-240,200,41.66666667,200,12/14/2019,"Las Vegas, Nevada, USA", USA
Ian Heinisch,Omari Akhmedov,-115,-105,86.95652174,95.23809524,12/14/2019,"Las Vegas, Nevada, USA", USA
Matt Brown,Ben Saunders,-355,295,28.16901408,295,12/14/2019,"Las Vegas, Nevada, USA", USA
Chase Hooper,Daniel Teymur,-165,145,60.60606061,145,12/14/2019,"Las Vegas, Nevada, USA", USA
Brandon Moreno,Kai Kara France,140,-160,140,62.5,12/14/2019,"Las Vegas, Nevada, USA", USA
Jessica Eye,Viviane Araujo,185,-225,185,44.44444444,12/14/2019,"Las Vegas, Nevada, USA", USA
Punahele Soriano,Oskar Piechota,-125,105,80,105,12/14/2019,"Las Vegas, Nevada, USA", USA
Alistair Overeem,Jairzinho Rozenstruik,130,-150,130,66.66666667,12/7/2019,"Washington, DC, USA", USA
Stefan Struve,Ben Rothwell,130,-150,130,66.66666667,12/7/2019,"Washington, DC, USA", USA
Aspen Ladd,Yana Kunitskaya,-210,175,47.61904762,175,12/7/2019,"Washington, DC, USA", USA
Rob Font,Ricky Simon,-145,125,68.96551724,125,12/7/2019,"Washington, DC, USA", USA
Thiago Alves,Tim Means,225,-265,225,37.73584906,12/7/2019,"Washington, DC, USA", USA
Billy Quarantillo,Jacob Kilburn,-320,260,31.25,260,12/7/2019,"Washington, DC, USA", USA
Bryce Mitchell,Matt Sayles,110,-130,110,76.92307692,12/7/2019,"Washington, DC, USA", USA
Joe Solecki,Matt Wiman,-400,325,25,325,12/7/2019,"Washington, DC, USA", USA
Mallory Martin,Virna Jandiroba,215,-255,215,39.21568627,12/7/2019,"Washington, DC, USA", USA
Makhmud Muradov,Trevor Smith,-500,400,20,400,12/7/2019,"Washington, DC, USA", USA
Henry Cejudo,Marlon Moraes,145,-165,145,60.60606061,6/8/2019,"Chicago, Illinois, USA", USA
Valentina Shevchenko,Jessica Eye,-1100,700,9.090909091,700,6/8/2019,"Chicago, Illinois, USA", USA
Tony Ferguson,Donald Cerrone,-210,175,47.61904762,175,6/8/2019,"Chicago, Illinois, USA", USA
Jimmie Rivera,Petr Yan,300,-360,300,27.77777778,6/8/2019,"Chicago, Illinois, USA", USA
Tai Tuivasa,Blagoy Ivanov,-160,140,62.5,140,6/8/2019,"Chicago, Illinois, USA", USA
Tatiana Suarez,Nina Ansaroff,-750,525,13.33333333,525,6/8/2019,"Chicago, Illinois, USA", USA
Aljamain Sterling,Pedro Munhoz,-160,140,62.5,140,6/8/2019,"Chicago, Illinois, USA", USA
Karolina Kowalkiewicz,Alexa Grasso,105,-125,105,80,6/8/2019,"Chicago, Illinois, USA", USA
Ricardo Lamas,Calvin Kattar,155,-175,155,57.14285714,6/8/2019,"Chicago, Illinois, USA", USA
Yan Xiaonan,Angela Hill,-220,180,45.45454545,180,6/8/2019,"Chicago, Illinois, USA", USA
Bevon Lewis,Darren Stewart,-170,150,58.82352941,150,6/8/2019,"Chicago, Illinois, USA", USA
Eddie Wineland,Grigorii Popov,-155,135,64.51612903,135,6/8/2019,"Chicago, Illinois, USA", USA
Katlyn Chookagian,Joanne Calderwood,-105,-115,95.23809524,86.95652174,6/8/2019,"Chicago, Illinois, USA", USA
Alexander Gustafsson,Anthony Smith,-320,260,31.25,260,6/1/2019,"Stockholm, Sweden", Sweden
Jimi Manuwa,Aleksandar Rakic,215,-255,215,39.21568627,6/1/2019,"Stockholm, Sweden", Sweden
Makwan Amirkhani,Chris Fishgold,-130,110,76.92307692,110,6/1/2019,"Stockholm, Sweden", Sweden
Damir Hadzovic,Christos Giagos,-165,145,60.60606061,145,6/1/2019,"Stockholm, Sweden", Sweden
Daniel Teymur,Sung Bin Jo,110,-130,110,76.92307692,6/1/2019,"Stockholm, Sweden", Sweden
Rostem Akman,Sergey Khandozhko,135,-155,135,64.51612903,6/1/2019,"Stockholm, Sweden", Sweden
Tonya Evinger,Lina Lansberg,-400,325,25,325,6/1/2019,"Stockholm, Sweden", Sweden
Stevie Ray,Leonardo Santos,135,-155,135,64.51612903,6/1/2019,"Stockholm, Sweden", Sweden
Nick Hein,Frank Camacho,110,-130,110,76.92307692,6/1/2019,"Stockholm, Sweden", Sweden
Bea Malecki,Duda Santana,-125,105,80,105,6/1/2019,"Stockholm, Sweden", Sweden
Darko Stosic,Devin Clark,-110,-110,90.90909091,90.90909091,6/1/2019,"Stockholm, Sweden", Sweden
Joel Alvarez,Danilo Belluardo,-105,-115,95.23809524,86.95652174,6/1/2019,"Stockholm, Sweden", Sweden
Rafael Dos Anjos,Kevin Lee,130,-150,130,66.66666667,5/18/2019,"Rochester, New York, USA", USA
Antonio Carlos Junior,Ian Heinisch,-160,140,62.5,140,5/18/2019,"Rochester, New York, USA", USA
Megan Anderson,Felicia Spencer,-220,180,45.45454545,180,5/18/2019,"Rochester, New York, USA", USA
Vicente Luque,Derrick Krantz,-1100,700,9.090909091,700,5/18/2019,"Rochester, New York, USA", USA
Charles Oliveira,Nik Lentz,-420,335,23.80952381,335,5/18/2019,"Rochester, New York, USA", USA
Davi Ramos,Austin Hubbard,-550,425,18.18181818,425,5/18/2019,"Rochester, New York, USA", USA
Aspen Ladd,Sijara Eubanks,-260,220,38.46153846,220,5/18/2019,"Rochester, New York, USA", USA
Desmond Green,Charles Jourdain,-900,600,11.11111111,600,5/18/2019,"Rochester, New York, USA", USA
Danny Roberts,Michel Pereira,-250,210,40,210,5/18/2019,"Rochester, New York, USA", USA
Michael Trizano,Grant Dawson,145,-165,145,60.60606061,5/18/2019,"Rochester, New York, USA", USA
Patrick Cummins,Ed Herman,-260,220,38.46153846,220,5/18/2019,"Rochester, New York, USA", USA
Zak Cummings,Trevin Giles,170,-200,170,50,5/18/2019,"Rochester, New York, USA", USA
Julio Arce,Julian Erosa,-800,550,12.5,550,5/18/2019,"Rochester, New York, USA", USA
Rose Namajunas,Jessica Andrade,120,-140,120,71.42857143,5/11/2019,"Rio de Janeiro, Rio de Janeiro, Brazil", Brazil
Jared Cannonier,Anderson Silva,-135,115,74.07407407,115,5/11/2019,"Rio de Janeiro, Rio de Janeiro, Brazil", Brazil
Jose Aldo,Alexander Volkanovski,-145,125,68.96551724,125,5/11/2019,"Rio de Janeiro, Rio de Janeiro, Brazil", Brazil
Thiago Alves,Laureano Staropoli,-125,105,80,105,5/11/2019,"Rio de Janeiro, Rio de Janeiro, Brazil", Brazil
Irene Aldana,Bethe Correia,-400,325,25,325,5/11/2019,"Rio de Janeiro, Rio de Janeiro, Brazil", Brazil
Rogerio Nogueira,Ryan Spann,105,-125,105,80,5/11/2019,"Rio de Janeiro, Rio de Janeiro, Brazil", Brazil
Thiago Moises,Kurt Holobaugh,-125,105,80,105,5/11/2019,"Rio de Janeiro, Rio de Janeiro, Brazil", Brazil
Warlley Alves,Sergio Moraes,-135,115,74.07407407,115,5/11/2019,"Rio de Janeiro, Rio de Janeiro, Brazil", Brazil
BJ Penn,Clay Guida,525,-750,525,13.33333333,5/11/2019,"Rio de Janeiro, Rio de Janeiro, Brazil", Brazil
Luana Carolina,Priscila Cachoeira,-170,150,58.82352941,150,5/11/2019,"Rio de Janeiro, Rio de Janeiro, Brazil", Brazil
Raoni Barcelos,Carlos Huachin,-1100,700,9.090909091,700,5/11/2019,"Rio de Janeiro, Rio de Janeiro, Brazil", Brazil
Talita Bernardo,Viviane Araujo,-280,240,35.71428571,240,5/11/2019,"Rio de Janeiro, Rio de Janeiro, Brazil", Brazil
Al Iaquinta,Donald Cerrone,-130,110,76.92307692,110,5/4/2019,"Ottawa, Ontario, Canada", Canada
Derek Brunson,Elias Theodorou,-110,-110,90.90909091,90.90909091,5/4/2019,"Ottawa, Ontario, Canada", Canada
Cub Swanson,Shane Burgos,160,-185,160,54.05405405,5/4/2019,"Ottawa, Ontario, Canada", Canada
Brad Katona,Merab Dvalishvili,140,-160,140,62.5,5/4/2019,"Ottawa, Ontario, Canada", Canada
Walt Harris,Serghei Spivac,-165,145,60.60606061,145,5/4/2019,"Ottawa, Ontario, Canada", Canada
Marc-Andre Barriault,Andrew Sanchez,140,-160,140,62.5,5/4/2019,"Ottawa, Ontario, Canada", Canada
Macy Chiasson,Sarah Moras,-700,500,14.28571429,500,5/4/2019,"Ottawa, Ontario, Canada", Canada
Aiemann Zahabi,Vince Morales,-175,155,57.14285714,155,5/4/2019,"Ottawa, Ontario, Canada", Canada
Nordine Taleb,Kyle Prepolec,-420,335,23.80952381,335,5/4/2019,"Ottawa, Ontario, Canada", Canada
Kyle Nelson,Matt Sayles,165,-190,165,52.63157895,5/4/2019,"Ottawa, Ontario, Canada", Canada
Arjan Bhullar,Juan Adams,115,-135,115,74.07407407,5/4/2019,"Ottawa, Ontario, Canada", Canada
Mitch Gagnon,Cole Smith,-120,100,83.33333333,100,5/4/2019,"Ottawa, Ontario, Canada", Canada
Jacare Souza,Jack Hermansson,-225,185,44.44444444,185,4/27/2019,"Sunrise, Florida, USA", USA
Greg Hardy,Dmitrii Smoliakov,-290,245,34.48275862,245,4/27/2019,"Sunrise, Florida, USA", USA
Alex Oliveira,Mike Perry,-165,145,60.60606061,145,4/27/2019,"Sunrise, Florida, USA", USA
Glover Teixeira,Ion Cutelaba,-120,100,83.33333333,100,4/27/2019,"Sunrise, Florida, USA", USA
John Lineker,Cory Sandhagen,-155,135,64.51612903,135,4/27/2019,"Sunrise, Florida, USA", USA
Roosevelt Roberts,Thomas Gifford,-470,375,21.27659574,375,4/27/2019,"Sunrise, Florida, USA", USA
Ben Saunders,Takashi Sato,190,-230,190,43.47826087,4/27/2019,"Sunrise, Florida, USA", USA
Andrei Arlovski,Augusto Sakai,145,-165,145,60.60606061,4/27/2019,"Sunrise, Florida, USA", USA
Carla Esparza,Virna Jandiroba,-130,110,76.92307692,110,4/27/2019,"Sunrise, Florida, USA", USA
Gilbert Burns,Mike Davis,-245,205,40.81632653,205,4/27/2019,"Sunrise, Florida, USA", USA
Jim Miller,Jason Gonzalez,-115,105,86.95652174,105,4/27/2019,"Sunrise, Florida, USA", USA
Angela Hill,Jodie Esquibel,-610,455,16.39344262,455,4/27/2019,"Sunrise, Florida, USA", USA
Court McGee,Dhiego Lima,-150,130,66.66666667,130,4/27/2019,"Sunrise, Florida, USA", USA
Alistair Overeem,Aleksei Oleinik,-245,205,40.81632653,205,4/20/2019,"Saint Petersburg, Saint Petersburg, Russia", Russia
Islam Makhachev,Arman Tsarukyan,-320,260,31.25,260,4/20/2019,"Saint Petersburg, Saint Petersburg, Russia", Russia
Sergei Pavlovich,Marcelo Golm,-300,250,33.33333333,250,4/20/2019,"Saint Petersburg, Saint Petersburg, Russia", Russia
Roxanne Modafferi,Antonina Shevchenko,270,-330,270,30.3030303,4/20/2019,"Saint Petersburg, Saint Petersburg, Russia", Russia
Krzysztof Jotko,Alen Amedovski,-230,190,43.47826087,190,4/20/2019,"Saint Petersburg, Saint Petersburg, Russia", Russia
Movsar Evloev,Seungwoo Choi,-440,350,22.72727273,350,4/20/2019,"Saint Petersburg, Saint Petersburg, Russia", Russia
Sultan Aliev,Keita Nakamura,-110,-110,90.90909091,90.90909091,4/20/2019,"Saint Petersburg, Saint Petersburg, Russia", Russia
Alexander Yakovlev,Alex Da Silva,-150,130,66.66666667,130,4/20/2019,"Saint Petersburg, Saint Petersburg, Russia", Russia
Marcin Tybura,Shamil Abdurakhimov,-135,115,74.07407407,115,4/20/2019,"Saint Petersburg, Saint Petersburg, Russia", Russia
Gadzhimurad Antigulov,Michal Oleksiejczuk,180,-220,180,45.45454545,4/20/2019,"Saint Petersburg, Saint Petersburg, Russia", Russia
Magomed Mustafaev,Rafael Fiziev,120,-140,120,71.42857143,4/20/2019,"Saint Petersburg, Saint Petersburg, Russia", Russia
Max Holloway,Dustin Poirier,-220,180,45.45454545,180,4/13/2019,"Atlanta, Georgia, USA", USA
Kelvin Gastelum,Israel Adesanya,150,-170,150,58.82352941,4/13/2019,"Atlanta, Georgia, USA", USA
Eryk Anders,Khalil Rountree Jr.,-185,160,54.05405405,160,4/13/2019,"Atlanta, Georgia, USA", USA
Alan Jouban,Dwight Grant,110,-130,110,76.92307692,4/13/2019,"Atlanta, Georgia, USA", USA
Ovince Saint Preux,Nikita Krylov,115,-135,115,74.07407407,4/13/2019,"Atlanta, Georgia, USA", USA
Jalin Turner,Matt Frevola,-165,145,60.60606061,145,4/13/2019,"Atlanta, Georgia, USA", USA
Wilson Reis,Alexandre Pantoja,150,-170,150,58.82352941,4/13/2019,"Atlanta, Georgia, USA", USA
Max Griffin,Zelim Imadaev,110,-130,110,76.92307692,4/13/2019,"Atlanta, Georgia, USA", USA
Boston Salmon,Khalid Taha,-175,155,57.14285714,155,4/13/2019,"Atlanta, Georgia, USA", USA
Curtis Millender,Belal Muhammad,135,-155,135,64.51612903,4/13/2019,"Atlanta, Georgia, USA", USA
Montel Jackson,Andre Soukhamthath,-600,450,16.66666667,450,4/13/2019,"Atlanta, Georgia, USA", USA
Lauren Mueller,Poliana Botelho,145,-165,145,60.60606061,4/13/2019,"Atlanta, Georgia, USA", USA
Brandon Davis,Randy Costa,-190,165,52.63157895,165,4/13/2019,"Atlanta, Georgia, USA", USA
Edson Barboza,Justin Gaethje,-120,100,83.33333333,100,3/30/2019,"Philadelphia, Pennsylvania, USA", USA
David Branch,Jack Hermansson,130,-150,130,66.66666667,3/30/2019,"Philadelphia, Pennsylvania, USA", USA
Josh Emmett,Michael Johnson,130,-150,130,66.66666667,3/30/2019,"Philadelphia, Pennsylvania, USA", USA
Karolina Kowalkiewicz,Michelle Waterson,-160,140,62.5,140,3/30/2019,"Philadelphia, Pennsylvania, USA", USA
Kennedy Nzechukwu,Paul Craig,-185,160,54.05405405,160,3/30/2019,"Philadelphia, Pennsylvania, USA", USA
Sodiq Yusuff,Sheymon Moraes,-145,125,68.96551724,125,3/30/2019,"Philadelphia, Pennsylvania, USA", USA
Marina Rodriguez,Jessica Aguilar,-350,290,28.57142857,290,3/30/2019,"Philadelphia, Pennsylvania, USA", USA
Ross Pearson,Desmond Green,450,-600,450,16.66666667,3/30/2019,"Philadelphia, Pennsylvania, USA", USA
Enrique Barzola,Kevin Aguilar,-125,105,80,105,3/30/2019,"Philadelphia, Pennsylvania, USA", USA
Kevin Holland,Gerald Meerschaert,-225,185,44.44444444,185,3/30/2019,"Philadelphia, Pennsylvania, USA", USA
Ray Borg,Casey Kenney,-230,190,43.47826087,190,3/30/2019,"Philadelphia, Pennsylvania, USA", USA
Sabina Mazo,Maryna Moroz,-165,145,60.60606061,145,3/30/2019,"Philadelphia, Pennsylvania, USA", USA
Alex Perez,Mark De La Rosa,-365,328,27.39726027,328,3/30/2019,"Philadelphia, Pennsylvania, USA", USA
Stephen Thompson,Anthony Pettis,-430,345,23.25581395,345,3/23/2019,"Nashville, Tennessee, USA", USA
Curtis Blaydes,Justin Willis,-275,235,36.36363636,235,3/23/2019,"Nashville, Tennessee, USA", USA
John Makdessi,Jesus Pinedo,-300,250,33.33333333,250,3/23/2019,"Nashville, Tennessee, USA", USA
Jussier Formiga,Deiveson Figueiredo,150,-170,150,58.82352941,3/23/2019,"Nashville, Tennessee, USA", USA
Luis Pena,Steven Peterson,-225,185,44.44444444,185,3/23/2019,"Nashville, Tennessee, USA", USA
Maycee Barber,JJ Aldrich,-275,235,36.36363636,235,3/23/2019,"Nashville, Tennessee, USA", USA
Bryce Mitchell,Bobby Moffett,130,-150,130,66.66666667,3/23/2019,"Nashville, Tennessee, USA", USA
Marlon Vera,Frankie Saenz,-170,150,58.82352941,150,3/23/2019,"Nashville, Tennessee, USA", USA
Alexis Davis,Jennifer Maia,-145,125,68.96551724,125,3/23/2019,"Nashville, Tennessee, USA", USA
Randa Markos,Angela Hill,135,-155,135,64.51612903,3/23/2019,"Nashville, Tennessee, USA", USA
Ryan MacDonald,Chris Gutierrez,260,-320,260,31.25,3/23/2019,"Nashville, Tennessee, USA", USA
Eric Shelton,Jordan Espinosa,-130,110,76.92307692,110,3/23/2019,"Nashville, Tennessee, USA", USA
